"season","seasonType","week","poll","rank","school","conference","points","year","points_missing"
2023,"regular",14,"Coaches Poll",3,"Washington","Pac-12",1417,2023,0
2023,"regular",14,"Coaches Poll",4,"Florida State","ACC",1403,2023,0
2023,"regular",14,"Coaches Poll",5,"Oregon","Pac-12",1278,2023,0
2023,"regular",14,"Coaches Poll",6,"Ohio State","Big Ten",1250,2023,0
2023,"regular",14,"Coaches Poll",7,"Texas","Big 12",1226,2023,0
2023,"regular",14,"Coaches Poll",8,"Alabama","SEC",1182,2023,0
2023,"regular",14,"Coaches Poll",9,"Missouri","SEC",1034,2023,0
2023,"regular",14,"Coaches Poll",10,"Penn State","Big Ten",967,2023,0
2023,"regular",14,"Coaches Poll",11,"Ole Miss","SEC",937,2023,0
2023,"regular",14,"Coaches Poll",12,"Oklahoma","Big 12",895,2023,0
2023,"regular",14,"Coaches Poll",13,"LSU","SEC",780,2023,0
2023,"regular",14,"Coaches Poll",14,"Louisville","ACC",716,2023,0
2023,"regular",14,"Coaches Poll",15,"Arizona","Pac-12",681,2023,0
2023,"regular",14,"Coaches Poll",16,"Notre Dame","FBS Independents",602,2023,0
2023,"regular",14,"Coaches Poll",17,"Iowa","Big Ten",553,2023,0
2023,"regular",14,"Coaches Poll",18,"Tulane","American Athletic",549,2023,0
2023,"regular",14,"Coaches Poll",19,"Oklahoma State","Big 12",417,2023,0
2023,"regular",14,"Coaches Poll",20,"NC State","ACC",303,2023,0
2023,"regular",14,"Coaches Poll",21,"Oregon State","Pac-12",253,2023,0
2023,"regular",14,"Coaches Poll",22,"Liberty","Conference USA",236,2023,0
2023,"regular",14,"Coaches Poll",23,"Tennessee","SEC",209,2023,0
2023,"regular",14,"Coaches Poll",24,"SMU","American Athletic",135,2023,0
2023,"regular",14,"Coaches Poll",25,"James Madison","Sun Belt",79,2023,0
2023,"regular",14,"AP Top 25",1,"Georgia","SEC",1540,2023,0
2023,"regular",14,"AP Top 25",2,"Michigan","Big Ten",1495,2023,0
2023,"regular",14,"AP Top 25",3,"Washington","Pac-12",1413,2023,0
2023,"regular",14,"AP Top 25",4,"Florida State","ACC",1358,2023,0
2023,"regular",14,"AP Top 25",5,"Oregon","Pac-12",1277,2023,0
2023,"regular",14,"AP Top 25",6,"Ohio State","Big Ten",1251,2023,0
2023,"regular",14,"AP Top 25",7,"Texas","Big 12",1205,2023,0
2023,"regular",14,"AP Top 25",8,"Alabama","SEC",1125,2023,0
2023,"regular",14,"AP Top 25",9,"Missouri","SEC",1011,2023,0
2023,"regular",14,"AP Top 25",10,"Penn State","Big Ten",961,2023,0
2023,"regular",14,"AP Top 25",11,"Ole Miss","SEC",936,2023,0
2023,"regular",14,"AP Top 25",12,"Oklahoma","Big 12",857,2023,0
2023,"regular",14,"AP Top 25",13,"LSU","SEC",809,2023,0
2023,"regular",14,"AP Top 25",14,"Arizona","Pac-12",712,2023,0
2023,"regular",14,"AP Top 25",15,"Louisville","ACC",689,2023,0
2023,"regular",14,"AP Top 25",16,"Notre Dame","FBS Independents",592,2023,0
2023,"regular",14,"AP Top 25",17,"Tulane","American Athletic",557,2023,0
2023,"regular",14,"AP Top 25",18,"Iowa","Big Ten",458,2023,0
2023,"regular",14,"AP Top 25",19,"Oklahoma State","Big 12",407,2023,0
2023,"regular",14,"AP Top 25",20,"Liberty","Conference USA",293,2023,0
2023,"regular",14,"AP Top 25",21,"NC State","ACC",269,2023,0
2023,"regular",14,"AP Top 25",21,"Oregon State","Pac-12",269,2023,0
2023,"regular",14,"AP Top 25",23,"Toledo","Mid-American",176,2023,0
2023,"regular",14,"AP Top 25",24,"James Madison","Sun Belt",121,2023,0
2023,"regular",14,"AP Top 25",25,"SMU","American Athletic",108,2023,0
2023,"regular",14,"Playoff Committee Rankings",1,"Georgia","SEC",0,2023,0
2023,"regular",14,"Playoff Committee Rankings",2,"Michigan","Big Ten",0,2023,0
2023,"regular",14,"Playoff Committee Rankings",3,"Washington","Pac-12",0,2023,0
2023,"regular",14,"Playoff Committee Rankings",4,"Florida State","ACC",0,2023,0
2023,"regular",14,"Playoff Committee Rankings",5,"Oregon","Pac-12",0,2023,0
2023,"regular",14,"Playoff Committee Rankings",6,"Ohio State","Big Ten",0,2023,0
2023,"regular",14,"Playoff Committee Rankings",7,"Texas","Big 12",0,2023,0
2023,"regular",14,"Playoff Committee Rankings",8,"Alabama","SEC",0,2023,0
2023,"regular",14,"Playoff Committee Rankings",9,"Missouri","SEC",0,2023,0
2023,"regular",14,"Playoff Committee Rankings",10,"Penn State","Big Ten",0,2023,0
2023,"regular",14,"Playoff Committee Rankings",11,"Ole Miss","SEC",0,2023,0
2023,"regular",14,"Playoff Committee Rankings",12,"Oklahoma","Big 12",0,2023,0
2023,"regular",14,"Playoff Committee Rankings",13,"LSU","SEC",0,2023,0
2023,"regular",14,"Playoff Committee Rankings",14,"Louisville","ACC",0,2023,0
2023,"regular",14,"Playoff Committee Rankings",15,"Arizona","Pac-12",0,2023,0
2023,"regular",14,"Playoff Committee Rankings",16,"Iowa","Big Ten",0,2023,0
2023,"regular",14,"Playoff Committee Rankings",17,"Notre Dame","FBS Independents",0,2023,0
2023,"regular",14,"Playoff Committee Rankings",18,"Oklahoma State","Big 12",0,2023,0
2023,"regular",14,"Playoff Committee Rankings",19,"NC State","ACC",0,2023,0
2023,"regular",14,"Playoff Committee Rankings",20,"Oregon State","Pac-12",0,2023,0
2023,"regular",14,"Playoff Committee Rankings",21,"Tennessee","SEC",0,2023,0
2023,"regular",14,"Playoff Committee Rankings",22,"Tulane","American Athletic",0,2023,0
2023,"regular",14,"Playoff Committee Rankings",23,"Clemson","ACC",0,2023,0
2023,"regular",14,"Playoff Committee Rankings",24,"Liberty","Conference USA",0,2023,0
2023,"regular",14,"Playoff Committee Rankings",25,"Kansas State","Big 12",0,2023,0
2023,"regular",15,"AP Top 25",1,"Michigan","Big Ten",1539,2023,0
2023,"regular",15,"AP Top 25",2,"Washington","Pac-12",1499,2023,0
2023,"regular",15,"AP Top 25",3,"Texas","Big 12",1375,2023,0
2023,"regular",15,"AP Top 25",4,"Florida State","ACC",1358,2023,0
2023,"regular",15,"AP Top 25",5,"Alabama","SEC",1329,2023,0
2023,"regular",15,"AP Top 25",6,"Georgia","SEC",1256,2023,0
2023,"regular",15,"AP Top 25",7,"Ohio State","Big Ten",1185,2023,0
2023,"regular",15,"AP Top 25",8,"Oregon","Pac-12",1119,2023,0
2023,"regular",15,"AP Top 25",9,"Missouri","SEC",1014,2023,0
2023,"regular",15,"AP Top 25",10,"Penn State","Big Ten",960,2023,0
2023,"regular",15,"AP Top 25",11,"Ole Miss","SEC",944,2023,0
2023,"regular",15,"AP Top 25",12,"Oklahoma","Big 12",867,2023,0
2023,"regular",15,"AP Top 25",13,"LSU","SEC",823,2023,0
2023,"regular",15,"AP Top 25",14,"Arizona","Pac-12",740,2023,0
2023,"regular",15,"AP Top 25",15,"Notre Dame","FBS Independents",634,2023,0
2023,"regular",15,"AP Top 25",16,"Louisville","ACC",584,2023,0
2023,"regular",15,"AP Top 25",17,"SMU","American Athletic",432,2023,0
2023,"regular",15,"AP Top 25",18,"Liberty","Conference USA",424,2023,0
2023,"regular",15,"AP Top 25",19,"NC State","ACC",377,2023,0
2023,"regular",15,"AP Top 25",20,"Iowa","Big Ten",356,2023,0
2023,"regular",15,"AP Top 25",21,"Oregon State","Pac-12",309,2023,0
2023,"regular",15,"AP Top 25",22,"Oklahoma State","Big 12",256,2023,0
2023,"regular",15,"AP Top 25",23,"Tulane","American Athletic",201,2023,0
2023,"regular",15,"AP Top 25",24,"James Madison","Sun Belt",177,2023,0
2023,"regular",15,"AP Top 25",25,"Tennessee","SEC",98,2023,0
2023,"regular",15,"Coaches Poll",1,"Michigan","Big Ten",1535,2023,0
2023,"regular",15,"Coaches Poll",2,"Washington","Pac-12",1482,2023,0
2023,"regular",15,"Coaches Poll",3,"Florida State","ACC",1358,2023,0
2023,"regular",15,"Coaches Poll",4,"Alabama","SEC",1351,2023,0
2023,"regular",15,"Coaches Poll",4,"Texas","Big 12",1351,2023,0
2023,"regular",15,"Coaches Poll",6,"Georgia","SEC",1275,2023,0
2023,"regular",15,"Coaches Poll",7,"Ohio State","Big Ten",1187,2023,0
2023,"regular",15,"Coaches Poll",8,"Oregon","Pac-12",1092,2023,0
2023,"regular",15,"Coaches Poll",9,"Missouri","SEC",1023,2023,0
2023,"regular",15,"Coaches Poll",10,"Penn State","Big Ten",952,2023,0
2023,"regular",15,"Coaches Poll",11,"Ole Miss","SEC",932,2023,0
2023,"regular",15,"Coaches Poll",12,"Oklahoma","Big 12",898,2023,0
2023,"regular",15,"Coaches Poll",13,"LSU","SEC",796,2023,0
2023,"regular",15,"Coaches Poll",14,"Arizona","Pac-12",707,2023,0
2023,"regular",15,"Coaches Poll",15,"Louisville","ACC",642,2023,0
2023,"regular",15,"Coaches Poll",16,"Notre Dame","FBS Independents",633,2023,0
2023,"regular",15,"Coaches Poll",17,"Iowa","Big Ten",426,2023,0
2023,"regular",15,"Coaches Poll",18,"NC State","ACC",423,2023,0
2023,"regular",15,"Coaches Poll",19,"SMU","American Athletic",375,2023,0
2023,"regular",15,"Coaches Poll",20,"Liberty","Conference USA",315,2023,0
2023,"regular",15,"Coaches Poll",21,"Oklahoma State","Big 12",299,2023,0
2023,"regular",15,"Coaches Poll",22,"Oregon State","Pac-12",295,2023,0
2023,"regular",15,"Coaches Poll",23,"Tennessee","SEC",226,2023,0
2023,"regular",15,"Coaches Poll",24,"Tulane","American Athletic",139,2023,0
2023,"regular",15,"Coaches Poll",25,"James Madison","Sun Belt",114,2023,0
2023,"regular",15,"Playoff Committee Rankings",1,"Michigan","Big Ten",0,2023,0
2023,"regular",15,"Playoff Committee Rankings",2,"Washington","Pac-12",0,2023,0
2023,"regular",15,"Playoff Committee Rankings",3,"Texas","Big 12",0,2023,0
2023,"regular",15,"Playoff Committee Rankings",4,"Alabama","SEC",0,2023,0
2023,"regular",15,"Playoff Committee Rankings",5,"Florida State","ACC",0,2023,0
2023,"regular",15,"Playoff Committee Rankings",5,"Georgia","SEC",0,2023,0
2023,"regular",15,"Playoff Committee Rankings",7,"Ohio State","Big Ten",0,2023,0
2023,"regular",15,"Playoff Committee Rankings",8,"Oregon","Pac-12",0,2023,0
2023,"regular",15,"Playoff Committee Rankings",9,"Missouri","SEC",0,2023,0
2023,"regular",15,"Playoff Committee Rankings",10,"Penn State","Big Ten",0,2023,0
2023,"regular",15,"Playoff Committee Rankings",11,"Ole Miss","SEC",0,2023,0
2023,"regular",15,"Playoff Committee Rankings",12,"Oklahoma","Big 12",0,2023,0
2023,"regular",15,"Playoff Committee Rankings",13,"LSU","SEC",0,2023,0
2023,"regular",15,"Playoff Committee Rankings",14,"Arizona","Pac-12",0,2023,0
2023,"regular",15,"Playoff Committee Rankings",15,"Louisville","ACC",0,2023,0
2023,"regular",15,"Playoff Committee Rankings",16,"Notre Dame","FBS Independents",0,2023,0
2023,"regular",15,"Playoff Committee Rankings",17,"Iowa","Big Ten",0,2023,0
2023,"regular",15,"Playoff Committee Rankings",18,"NC State","ACC",0,2023,0
2023,"regular",15,"Playoff Committee Rankings",19,"Oregon State","Pac-12",0,2023,0
2023,"regular",15,"Playoff Committee Rankings",20,"Oklahoma State","Big 12",0,2023,0
2023,"regular",15,"Playoff Committee Rankings",21,"Tennessee","SEC",0,2023,0
2023,"regular",15,"Playoff Committee Rankings",22,"Clemson","ACC",0,2023,0
2023,"regular",15,"Playoff Committee Rankings",23,"Liberty","Conference USA",0,2023,0
2023,"regular",15,"Playoff Committee Rankings",24,"SMU","American Athletic",0,2023,0
2023,"regular",15,"Playoff Committee Rankings",25,"Kansas State","Big 12",0,2023,0
2023,"postseason",1,"AFCA Division III Coaches Poll",1,"Cortland","Empire 8",1225,2023,0
2023,"postseason",1,"AFCA Division III Coaches Poll",2,"North Central College","CCIW",1176,2023,0
2023,"postseason",1,"AFCA Division III Coaches Poll",3,"Wartburg","American Rivers",1122,2023,0
2023,"postseason",1,"AFCA Division III Coaches Poll",4,"Wisconsin-Lacrosse","Wisconsin",994,2023,0
2023,"postseason",1,"AFCA Division III Coaches Poll",5,"Wisconsin-Whitewater","Wisconsin",988,2023,0
2023,"postseason",1,"AFCA Division III Coaches Poll",6,"Randolph-Macon","Old Dominion",987,2023,0
2023,"postseason",1,"AFCA Division III Coaches Poll",7,"Alma","Michigan",889,2023,0
2023,"postseason",1,"AFCA Division III Coaches Poll",8,"Johns Hopkins University","Centennial",866,2023,0
2023,"postseason",1,"AFCA Division III Coaches Poll",9,"University of Mount Union","Ohio",818,2023,0
2023,"postseason",1,"AFCA Division III Coaches Poll",10,"Grove City College","Presidents'",731,2023,0
2023,"postseason",1,"AFCA Division III Coaches Poll",11,"Trinity University TX","Southern Athletic",723,2023,0
2023,"postseason",1,"AFCA Division III Coaches Poll",12,"Aurora","NACC",687,2023,0
2023,"postseason",1,"AFCA Division III Coaches Poll",13,"Wheaton","CCIW",659,2023,0
2023,"postseason",1,"AFCA Division III Coaches Poll",14,"Susquehanna","Landmark Conference",548,2023,0
2023,"postseason",1,"AFCA Division III Coaches Poll",15,"Endicott College","Commonwealth Coast",512,2023,0
2023,"postseason",1,"AFCA Division III Coaches Poll",16,"Whitworth","Northwest",467,2023,0
2023,"postseason",1,"AFCA Division III Coaches Poll",17,"Hardin-Simmons","American Southwest",372,2023,0
2023,"postseason",1,"AFCA Division III Coaches Poll",18,"Ithaca College","Liberty League",316,2023,0
2023,"postseason",1,"AFCA Division III Coaches Poll",19,"Muhlenberg","Centennial",273,2023,0
2023,"postseason",1,"AFCA Division III Coaches Poll",20,"Union (NY)","Liberty League",244,2023,0
2023,"postseason",1,"AFCA Division III Coaches Poll",21,"Depauw","North Coast",220,2023,0
2023,"postseason",1,"AFCA Division III Coaches Poll",22,"Saint John's (MN)","Minnesota",195,2023,0
2023,"postseason",1,"AFCA Division III Coaches Poll",23,"Berry College","Southern Athletic",177,2023,0
2023,"postseason",1,"AFCA Division III Coaches Poll",24,"Linfield College","Northwest",172,2023,0
2023,"postseason",1,"AFCA Division III Coaches Poll",25,"John Carroll University","Ohio",96,2023,0
2023,"postseason",1,"FCS Coaches Poll",1,"South Dakota State","MVFC",575,2023,0
2023,"postseason",1,"FCS Coaches Poll",2,"Montana","Big Sky",552,2023,0
2023,"postseason",1,"FCS Coaches Poll",3,"North Dakota State","MVFC",513,2023,0
2023,"postseason",1,"FCS Coaches Poll",4,"Idaho","Big Sky",448,2023,0
2023,"postseason",1,"FCS Coaches Poll",4,"South Dakota","MVFC",448,2023,0
2023,"postseason",1,"FCS Coaches Poll",6,"Furman","Southern",447,2023,0
2023,"postseason",1,"FCS Coaches Poll",7,"UAlbany","CAA",429,2023,0
2023,"postseason",1,"FCS Coaches Poll",8,"Montana State","Big Sky",411,2023,0
2023,"postseason",1,"FCS Coaches Poll",9,"Villanova","CAA",407,2023,0
2023,"postseason",1,"FCS Coaches Poll",10,"Florida A&M","SWAC",400,2023,0
2023,"postseason",1,"FCS Coaches Poll",11,"Delaware","CAA",278,2023,0
2023,"postseason",1,"FCS Coaches Poll",12,"Austin Peay","UAC",264,2023,0
2023,"postseason",1,"FCS Coaches Poll",13,"Southern Illinois","MVFC",258,2023,0
2023,"postseason",1,"FCS Coaches Poll",14,"Incarnate Word","Southland",254,2023,0
2023,"postseason",1,"FCS Coaches Poll",15,"Sacramento State","Big Sky",238,2023,0
2023,"postseason",1,"FCS Coaches Poll",16,"North Dakota","MVFC",223,2023,0
2023,"postseason",1,"FCS Coaches Poll",17,"Chattanooga","Southern",203,2023,0
2023,"postseason",1,"FCS Coaches Poll",18,"North Carolina Central","MEAC",185,2023,0
2023,"postseason",1,"FCS Coaches Poll",19,"Lafayette","Patriot",178,2023,0
2023,"postseason",1,"FCS Coaches Poll",20,"Mercer","Southern",175,2023,0
2023,"postseason",1,"FCS Coaches Poll",21,"Youngstown State","MVFC",138,2023,0
2023,"postseason",1,"FCS Coaches Poll",22,"Richmond","CAA",130,2023,0
2023,"postseason",1,"FCS Coaches Poll",23,"UT Martin","Big South-OVC",100,2023,0
2023,"postseason",1,"FCS Coaches Poll",24,"Eastern Illinois","Big South-OVC",65,2023,0
2023,"postseason",1,"FCS Coaches Poll",25,"Holy Cross","Patriot",56,2023,0
2023,"postseason",1,"AFCA Division II Coaches Poll",1,"Harding University","Great American",700,2023,0
2023,"postseason",1,"AFCA Division II Coaches Poll",2,"Colorado School Of Mines","Rocky Mountain",672,2023,0
2023,"postseason",1,"AFCA Division II Coaches Poll",3,"Grand Valley State University","GLIAC",612,2023,0
2023,"postseason",1,"AFCA Division II Coaches Poll",4,"Lenoir-Rhyne","South Atlantic",571,2023,0
2023,"postseason",1,"AFCA Division II Coaches Poll",5,"Pittsburg St","Mid America",525,2023,0
2023,"postseason",1,"AFCA Division II Coaches Poll",6,"Central Missouri","Mid America",523,2023,0
2023,"postseason",1,"AFCA Division II Coaches Poll",7,"Kutztown University","Pennsylvania State Athletic",506,2023,0
2023,"postseason",1,"AFCA Division II Coaches Poll",8,"Valdosta State","Gulf South",464,2023,0
2023,"postseason",1,"AFCA Division II Coaches Poll",9,"Ferris State","GLIAC",436,2023,0
2023,"postseason",1,"AFCA Division II Coaches Poll",10,"Slippery Rock","Pennsylvania State Athletic",431,2023,0
2023,"postseason",1,"AFCA Division II Coaches Poll",11,"Delta State","Gulf South",407,2023,0
2023,"postseason",1,"AFCA Division II Coaches Poll",12,"Benedict College","SIAC",404,2023,0
2023,"postseason",1,"AFCA Division II Coaches Poll",13,"Augustana University (SD)","Northern Sun",307,2023,0
2023,"postseason",1,"AFCA Division II Coaches Poll",14,"Tiffin","Great Midwest Athletic",302,2023,0
2023,"postseason",1,"AFCA Division II Coaches Poll",15,"Western Colorado","Rocky Mountain",266,2023,0
2023,"postseason",1,"AFCA Division II Coaches Poll",16,"Bemidji State","Northern Sun",264,2023,0
2023,"postseason",1,"AFCA Division II Coaches Poll",17,"Central Washington","Lone Star",262,2023,0
2023,"postseason",1,"AFCA Division II Coaches Poll",18,"UT Permian Basin","Lone Star",213,2023,0
2023,"postseason",1,"AFCA Division II Coaches Poll",19,"University Of Charleston (WV)","Mountain East",179,2023,0
2023,"postseason",1,"AFCA Division II Coaches Poll",20,"Virginia Union","CIAA",161,2023,0
2023,"postseason",1,"AFCA Division II Coaches Poll",21,"Minnesota State Mankato","Northern Sun",147,2023,0
2023,"postseason",1,"AFCA Division II Coaches Poll",22,"Indianapolis","Great Lakes",141,2023,0
2023,"postseason",1,"AFCA Division II Coaches Poll",23,"West Florida","Gulf South",113,2023,0
2023,"postseason",1,"AFCA Division II Coaches Poll",24,"Henderson State","Great American",80,2023,0
2023,"postseason",1,"AFCA Division II Coaches Poll",25,"Minnesota Duluth","Northern Sun",69,2023,0
2023,"postseason",1,"Playoff Committee Rankings",1,"Michigan","Big Ten",0,2023,0
2023,"postseason",1,"Playoff Committee Rankings",2,"Washington","Pac-12",0,2023,0
2023,"postseason",1,"Playoff Committee Rankings",3,"Texas","Big 12",0,2023,0
2023,"postseason",1,"Playoff Committee Rankings",4,"Georgia","SEC",0,2023,0
2023,"postseason",1,"Playoff Committee Rankings",5,"Alabama","SEC",0,2023,0
2023,"postseason",1,"Playoff Committee Rankings",6,"Florida State","ACC",0,2023,0
2023,"postseason",1,"Playoff Committee Rankings",6,"Oregon","Pac-12",0,2023,0
2023,"postseason",1,"Playoff Committee Rankings",8,"Missouri","SEC",0,2023,0
2023,"postseason",1,"Playoff Committee Rankings",9,"Ole Miss","SEC",0,2023,0
2023,"postseason",1,"Playoff Committee Rankings",10,"Ohio State","Big Ten",0,2023,0
2023,"postseason",1,"Playoff Committee Rankings",11,"Arizona","Pac-12",0,2023,0
2023,"postseason",1,"Playoff Committee Rankings",12,"LSU","SEC",0,2023,0
2023,"postseason",1,"Playoff Committee Rankings",13,"Penn State","Big Ten",0,2023,0
2023,"postseason",1,"Playoff Committee Rankings",14,"Notre Dame","FBS Independents",0,2023,0
2023,"postseason",1,"Playoff Committee Rankings",15,"Oklahoma","Big 12",0,2023,0
2023,"postseason",1,"Playoff Committee Rankings",16,"Oklahoma State","Big 12",0,2023,0
2023,"postseason",1,"Playoff Committee Rankings",17,"Tennessee","SEC",0,2023,0
2023,"postseason",1,"Playoff Committee Rankings",18,"Kansas State","Big 12",0,2023,0
2023,"postseason",1,"Playoff Committee Rankings",19,"Louisville","ACC",0,2023,0
2023,"postseason",1,"Playoff Committee Rankings",20,"Clemson","ACC",0,2023,0
2023,"postseason",1,"Playoff Committee Rankings",21,"NC State","ACC",0,2023,0
2023,"postseason",1,"Playoff Committee Rankings",22,"SMU","American Athletic",0,2023,0
2023,"postseason",1,"Playoff Committee Rankings",23,"Kansas","Big 12",0,2023,0
2023,"postseason",1,"Playoff Committee Rankings",24,"Iowa","Big Ten",0,2023,0
2023,"postseason",1,"Playoff Committee Rankings",25,"Liberty","Conference USA",0,2023,0
2023,"postseason",1,"AP Top 25",1,"Michigan","Big Ten",1525,2023,0
2023,"postseason",1,"AP Top 25",2,"Washington","Pac-12",1459,2023,0
2023,"postseason",1,"AP Top 25",3,"Texas","Big 12",1356,2023,0
2023,"postseason",1,"AP Top 25",4,"Georgia","SEC",1328,2023,0
2023,"postseason",1,"AP Top 25",5,"Alabama","SEC",1321,2023,0
2023,"postseason",1,"AP Top 25",6,"Florida State","ACC",1175,2023,0
2023,"postseason",1,"AP Top 25",6,"Oregon","Pac-12",1175,2023,0
2023,"postseason",1,"AP Top 25",8,"Missouri","SEC",1092,2023,0
2023,"postseason",1,"AP Top 25",9,"Mississippi State","SEC",1030,2023,0
2023,"postseason",1,"AP Top 25",10,"Ohio State","Big Ten",1006,2023,0
2023,"postseason",1,"AP Top 25",11,"Arizona","Pac-12",861,2023,0
2023,"postseason",1,"AP Top 25",12,"LSU","SEC",853,2023,0
2023,"postseason",1,"AP Top 25",13,"Penn State","Big Ten",796,2023,0
2023,"postseason",1,"AP Top 25",14,"Notre Dame","FBS Independents",745,2023,0
2023,"postseason",1,"AP Top 25",15,"Oklahoma","Big 12",691,2023,0
2023,"postseason",1,"AP Top 25",16,"Oklahoma State","Big 12",528,2023,0
2023,"postseason",1,"AP Top 25",17,"Tennessee","SEC",442,2023,0
2023,"postseason",1,"AP Top 25",18,"Kansas State","Big 12",402,2023,0
2023,"postseason",1,"AP Top 25",19,"Louisville","ACC",398,2023,0
2023,"postseason",1,"AP Top 25",20,"Clemson","ACC",327,2023,0
2023,"postseason",1,"AP Top 25",21,"NC State","ACC",244,2023,0
2023,"postseason",1,"AP Top 25",22,"SMU","American Athletic",183,2023,0
2023,"postseason",1,"AP Top 25",23,"Kansas","Big 12",153,2023,0
2023,"postseason",1,"AP Top 25",24,"Iowa","Big Ten",150,2023,0
2023,"postseason",1,"AP Top 25",25,"Liberty","Conference USA",139,2023,0
2023,"postseason",1,"Coaches Poll",1,"Michigan","Big Ten",1575,2023,0
2023,"postseason",1,"Coaches Poll",2,"Washington","Pac-12",1507,2023,0
2023,"postseason",1,"Coaches Poll",3,"Georgia","SEC",1389,2023,0
2023,"postseason",1,"Coaches Poll",4,"Texas","Big 12",1382,2023,0
2023,"postseason",1,"Coaches Poll",5,"Alabama","SEC",1356,2023,0
2023,"postseason",1,"Coaches Poll",6,"Florida State","ACC",1218,2023,0
2023,"postseason",1,"Coaches Poll",7,"Oregon","Pac-12",1213,2023,0
2023,"postseason",1,"Coaches Poll",8,"Missouri","SEC",1143,2023,0
2023,"postseason",1,"Coaches Poll",9,"Ole Miss","SEC",1082,2023,0
2023,"postseason",1,"Coaches Poll",10,"Ohio State","Big Ten",1014,2023,0
2023,"postseason",1,"Coaches Poll",11,"Arizona","Pac-12",898,2023,0
2023,"postseason",1,"Coaches Poll",12,"LSU","SEC",890,2023,0
2023,"postseason",1,"Coaches Poll",13,"Penn State","Big Ten",811,2023,0
2023,"postseason",1,"Coaches Poll",14,"Notre Dame","FBS Independents",772,2023,0
2023,"postseason",1,"Coaches Poll",15,"Oklahoma","Big 12",691,2023,0
2023,"postseason",1,"Coaches Poll",16,"Oklahoma State","Big 12",575,2023,0
2023,"postseason",1,"Coaches Poll",17,"Tennessee","SEC",529,2023,0
2023,"postseason",1,"Coaches Poll",18,"Louisville","ACC",460,2023,0
2023,"postseason",1,"Coaches Poll",19,"Kansas State","Big 12",386,2023,0
2023,"postseason",1,"Coaches Poll",20,"Clemson","ACC",334,2023,0
2023,"postseason",1,"Coaches Poll",21,"NC State","ACC",271,2023,0
2023,"postseason",1,"Coaches Poll",22,"Iowa","Big Ten",249,2023,0
2023,"postseason",1,"Coaches Poll",23,"Kansas","Big 12",158,2023,0
2023,"postseason",1,"Coaches Poll",24,"SMU","American Athletic",119,2023,0
2023,"postseason",1,"Coaches Poll",25,"West Virginia","Big 12",117,2023,0
2024,"regular",1,"Coaches Poll",1,"Georgia","SEC",1364,2024,0
2024,"regular",1,"Coaches Poll",2,"Ohio State","Big Ten",1302,2024,0
2024,"regular",1,"Coaches Poll",3,"Oregon","Big Ten",1228,2024,0
2024,"regular",1,"Coaches Poll",4,"Texas","SEC",1223,2024,0
2024,"regular",1,"Coaches Poll",5,"Alabama","SEC",1077,2024,0
2024,"regular",1,"Coaches Poll",6,"Ole Miss","SEC",1019,2024,0
2024,"regular",1,"Coaches Poll",7,"Notre Dame","FBS Independents",969,2024,0
2024,"regular",1,"Coaches Poll",8,"Michigan","Big Ten",944,2024,0
2024,"regular",1,"Coaches Poll",9,"Penn State","Big Ten",889,2024,0
2024,"regular",1,"Coaches Poll",10,"Florida State","ACC",867,2024,0
2024,"regular",1,"Coaches Poll",11,"Missouri","SEC",808,2024,0
2024,"regular",1,"Coaches Poll",12,"LSU","SEC",742,2024,0
2024,"regular",1,"Coaches Poll",13,"Utah","Big 12",665,2024,0
2024,"regular",1,"Coaches Poll",14,"Clemson","ACC",657,2024,0
2024,"regular",1,"Coaches Poll",15,"Tennessee","SEC",621,2024,0
2024,"regular",1,"Coaches Poll",16,"Oklahoma","SEC",609,2024,0
2024,"regular",1,"Coaches Poll",17,"Kansas State","Big 12",416,2024,0
2024,"regular",1,"Coaches Poll",18,"Oklahoma State","Big 12",359,2024,0
2024,"regular",1,"Coaches Poll",19,"Miami","ACC",292,2024,0
2024,"regular",1,"Coaches Poll",20,"Texas A&M","SEC",273,2024,0
2024,"regular",1,"Coaches Poll",21,"Arizona","Big 12",230,2024,0
2024,"regular",1,"Coaches Poll",22,"NC State","ACC",216,2024,0
2024,"regular",1,"Coaches Poll",23,"USC","Big Ten",199,2024,0
2024,"regular",1,"Coaches Poll",24,"Kansas","Big 12",186,2024,0
2024,"regular",1,"Coaches Poll",25,"Iowa","Big Ten",148,2024,0
2024,"regular",1,"FCS Coaches Poll",1,"South Dakota State","MVFC",649,2024,0
2024,"regular",1,"FCS Coaches Poll",2,"North Dakota State","MVFC",614,2024,0
2024,"regular",1,"FCS Coaches Poll",3,"Montana","Big Sky",576,2024,0
2024,"regular",1,"FCS Coaches Poll",4,"Montana State","Big Sky",518,2024,0
2024,"regular",1,"FCS Coaches Poll",5,"South Dakota","MVFC",512,2024,0
2024,"regular",1,"FCS Coaches Poll",6,"Villanova","CAA",502,2024,0
2024,"regular",1,"FCS Coaches Poll",7,"Idaho","Big Sky",473,2024,0
2024,"regular",1,"FCS Coaches Poll",8,"Chattanooga","Southern",403,2024,0
2024,"regular",1,"FCS Coaches Poll",9,"Furman","Southern",392,2024,0
2024,"regular",1,"FCS Coaches Poll",10,"Sacramento State","Big Sky",382,2024,0
2024,"regular",1,"FCS Coaches Poll",11,"Southern Illinois","MVFC",370,2024,0
